Timestamp,Age_Group,Gender,Target_Exam,Attempt_Count,Performance_Category,Raw_Score_Text,Study_Hours_Category,Sleep_Hours_Category,Prep_Method,Stress_Level,Physical_Emotional_Symptoms,Stress_Primary_Source,Percentile_Score,Study_Hours_Num,Sleep_Hours_Num,Prep_Year,Prep_Month,Prep_Day,Prep_Weekday,Symptom_Count,Stress_Source_Count,Stress_Sleep_Ratio,High_Stress_Flag,Severe_Sleep_Deprived_Flag
2026-06-03 12:16:57,18 – 20,Male,Civil Services / Government Exams,4 or more attempts,Excellent (Cleared the exam / Achieved target cutoff),99.72 percentile in ssc chsl,7-11 hours,more than 8 hours,Self-study entirely,1.0,Frequent headaches or physical fatigue,Family expectations and societal pressure,99.72,9.0,9.5,2026,6,3,Wednesday,1,1,0.11,0,0
2026-06-03 12:27:29,above 26,Female,Civil Services / Government Exams,4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",79,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,10.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",79.0,5.5,5.5,2026,6,3,Wednesday,5,3,1.82,1,1
2026-06-03 12:32:09,above 26,Male,"Civil Services / Government Exams, Other~",4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",75,4-7 hours,less than 5 hours,Self-study entirely,7.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",75.0,5.5,4.0,2026,6,3,Wednesday,2,4,1.75,0,1
2026-06-03 12:52:26,above 26,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,7.0,,Fear of failure / wasting years of preparation,80.0,5.5,5.5,2026,6,3,Wednesday,0,1,1.27,0,1
2026-06-03 13:55:14,Under 18,Female,Engineering Entrance,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,,Online coaching apps / recorded platforms,6.0,Chronic sleep deprivation / Insomnia,Family expectations and societal pressure,80.0,2.5,5.5,2026,6,3,Wednesday,1,1,1.09,0,1
2026-06-03 14:59:59,21-23,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),90,less than 4,more than 8 hours,Self-study entirely,9.0,,Fear of failure / wasting years of preparation,90.0,2.5,9.5,2026,6,3,Wednesday,0,1,0.95,1,0
2026-06-03 16:42:38,Under 18,Male,"Engineering Entrance, Civil Services / Government Exams",1st attempt (First-timer),Below Average (Did not qualify),39,less than 4,more than 8 hours,Self-study entirely,5.0,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Fear of failure / wasting years of preparation, Family expectations and societal pressure",39.0,2.5,9.5,2026,6,3,Wednesday,2,2,0.53,0,0
2026-06-03 16:42:57,Under 18,Male,Civil Services / Government Exams,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Offline physical coaching institutes / bootcamps,5.0,,"Fear of failure / wasting years of preparation, Family expectations and societal pressure",80.0,5.5,7.5,2026,6,3,Wednesday,0,2,0.67,0,0
2026-06-03 17:40:36,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",85.92,12+ hours,less than 5 hours,Online coaching apps / recorded platforms,9.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough), ","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",85.92,13.0,4.0,2026,6,3,Wednesday,6,4,2.25,1,1
2026-06-03 17:46:30,21-23,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,less than 5 hours,Self-study entirely,2.0,,Fear of failure / wasting years of preparation,80.0,2.5,4.0,2026,6,3,Wednesday,0,1,0.5,0,1
2026-06-03 17:49:56,18 – 20,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),93,4-7 hours,less than 5 hours,Self-study entirely,7.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",93.0,5.5,4.0,2026,6,3,Wednesday,5,3,1.75,0,1
2026-06-03 17:50:43,24-26,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,7.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",80.0,5.5,5.5,2026,6,3,Wednesday,5,3,1.27,0,1
2026-06-03 18:04:26,above 26,Female,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,less than 4,5-6 hours,Self-study entirely,10.0,Severe social isolation (cutting off friends/family),Fear of failure / wasting years of preparation,80.0,2.5,5.5,2026,6,3,Wednesday,1,1,1.82,1,1
2026-06-03 18:05:06,18 – 20,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",89,4-7 hours,5-6 hours,Offline physical coaching institutes / bootcamps,8.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue","Fear of failure / wasting years of preparation, Family expectations and societal pressure",89.0,5.5,5.5,2026,6,3,Wednesday,3,2,1.45,1,1
2026-06-03 18:16:21,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),,4-7 hours,less than 5 hours,Self-study entirely,5.0,Imposter syndrome (feeling like you aren't smart enough),Family expectations and societal pressure,80.0,5.5,4.0,2026,6,3,Wednesday,1,1,1.25,0,1
2026-06-03 19:16:07,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,less than 4,5-6 hours,Self-study entirely,6.0,,"Fear of failure / wasting years of preparation, Family expectations and societal pressure, Financial strain (high cost of coaching/living)",80.0,2.5,5.5,2026,6,3,Wednesday,0,3,1.09,0,1
2026-06-03 19:34:43,Under 18,Female,Civil Services / Government Exams,3rd attempt,Below Average (Did not qualify),,7-11 hours,5-6 hours,Offline physical coaching institutes / bootcamps,7.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",80.0,9.0,5.5,2026,6,3,Wednesday,3,4,1.27,0,1
2026-06-03 20:51:56,above 26,Male,Other~,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,5-6 hours,Online coaching apps / recorded platforms,9.0,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue",Fear of failure / wasting years of preparation,80.0,2.5,5.5,2026,6,3,Wednesday,2,1,1.64,1,1
2026-06-04 09:39:02,above 26,Male,Civil Services / Government Exams,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,5.0,,Family expectations and societal pressure,80.0,5.5,5.5,2026,6,4,Thursday,0,1,0.91,0,1
2026-06-04 10:02:01,above 26,Male,Other~,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,8.0,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Family expectations and societal pressure, Seeing peers move ahead in life",80.0,5.5,5.5,2026,6,4,Thursday,2,2,1.45,1,1
2026-06-05 06:18:51,18 – 20,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Self-study entirely,8.0,Chronic sleep deprivation / Insomnia,Seeing peers move ahead in life,80.0,5.5,7.5,2026,6,5,Friday,1,1,1.07,1,0
2026-06-06 16:50:46,above 26,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,7-8 hours,Self-study entirely,5.0,Once for few minutes I was not able to see anything may be because of sleep,I was not taking any stress just taking it like a project.,80.0,2.5,7.5,2026,6,6,Saturday,1,1,0.67,0,0
2026-06-07 01:47:26,18 – 20,Female,Civil Services / Government Exams,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,7.0,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Seeing peers move ahead in life",80.0,9.0,5.5,2026,6,7,Sunday,2,2,1.27,0,1
